KEQ79662.1	sp|P38678|GS1_NEUCR	50.0	486	4.89e-137	409
KEQ79669.1	sp|O34812|YFMJ_BACSU	42.6	343	7.70e-80	250
KEQ79683.1	sp|Q7SE80|TRM44_NEUCR	46.3	479	1.62e-136	408
KEQ79722.1	sp|P14068|XPO1_SCHPO	59.7	1065	0.0	1295
KEQ79739.1	sp|O42904|PRP31_SCHPO	41.1	443	9.42e-101	318
KEQ79815.1	sp|Q6BU46|SYNC_DEBHA	54.0	556	2.47e-195	560
KEQ79866.1	sp|Q7S1R6|RM15_NEUCR	41.7	211	2.95e-44	153
KEQ79891.1	sp|D4AU28|SWNN_ARTBC	31.3	99	6.82e-07	49.7
KEQ79892.1	sp|Q6NT99|DUS23_MOUSE	36.5	159	2.83e-18	85.9
KEQ79914.1	sp|Q4X1R1|RMT2_ASPFU	54.7	419	6.96e-153	442
KEQ79968.1	sp|A0A2J6RX17|NLRN_HYAVF	45.1	317	1.41e-63	236
KEQ79982.1	sp|P60327|DCAS_AGRSK	38.3	324	4.30e-66	213
KEQ79997.1	sp|Q5BC23|SWF1_EMENI	40.2	403	3.52e-87	273
KEQ80022.1	sp|A0A384J409|AQP7_BOTFB	68.9	251	2.61e-111	339
KEQ80025.1	sp|A0A2V5GRP3|PYVG_ASPV1	44.6	473	5.47e-137	410
KEQ80029.1	sp|B8NDS8|ATRF_ASPFN	63.5	1541	0.0	1928
KEQ80031.1	sp|A2QBQ3|EGLX_ASPNC	45.0	322	2.82e-82	266
KEQ80037.1	sp|Q7XTT4|NUCL2_ORYSJ	34.9	83	1.71e-05	49.7
KEQ80049.1	sp|A9BQY2|RHMD_DELAS	51.5	392	4.16e-143	416
KEQ80056.1	sp|O59668|GID2_SCHPO	30.3	433	8.95e-55	189
KEQ80074.1	sp|Q6P798|RCBT2_RAT	27.7	274	2.62e-12	73.2
KEQ80081.1	sp|Q01738|CDH_PHACH	36.3	551	4.30e-105	336
KEQ80098.1	sp|G2Q1C9|PEX2_THET4	57.6	410	3.16e-154	456
KEQ80104.1	sp|P42117|NDUA3_NEUCR	52.9	70	4.58e-22	84.0
KEQ80106.1	sp|D4B093|A1864_ARTBC	51.4	683	4.15e-238	679
KEQ80115.1	sp|Q8N0X4|CLYBL_HUMAN	36.2	298	1.03e-47	166
KEQ80151.1	sp|Q9US13|RPN9_SCHPO	43.9	371	4.89e-103	312
KEQ80161.1	sp|A0A075TXZ3|PATB_PENEN	43.6	550	5.93e-132	399
KEQ80178.1	sp|Q1K8U2|COX12_NEUCR	77.5	89	5.55e-50	155
KEQ80180.1	sp|A4FV72|PPIE_BOVIN	48.1	106	3.24e-23	95.5
KEQ80188.1	sp|W7N466|FDB3_GIBM7	24.4	427	9.78e-18	90.5
KEQ80235.1	sp|Q7SE71|ATPF_NEUCR	65.3	242	1.39e-95	282
KEQ80238.1	sp|Q7SGE5|RN49_NEUCR	40.5	252	1.36e-36	132
KEQ80249.1	sp|Q0UVK7|DAPB_PHANO	63.7	902	0.0	1174
KEQ80255.1	sp|O74823|YBJC_SCHPO	26.6	335	1.74e-25	110
KEQ80257.1	sp|Q07950|YEH2_YEAST	35.7	448	3.48e-69	241
KEQ80269.1	sp|P41056|RL33B_YEAST	75.5	98	5.51e-49	154
KEQ80273.1	sp|Q6YFE5|URC1_LACKL	62.2	445	1.69e-202	573
KEQ80274.1	sp|O13868|ELOF1_SCHPO	60.5	86	1.84e-32	113
KEQ80290.1	sp|A1C5F1|H2AZ_ASPCL	84.8	138	3.02e-73	218
KEQ80292.1	sp|Q9P7F2|CAO1_SCHPO	58.9	677	6.91e-300	838
KEQ80322.1	sp|K4BW79|ENOX_SOLLC	30.4	322	1.22e-22	100
KEQ80325.1	sp|P50850|SWSB_BACSU	35.0	103	5.94e-08	57.4
KEQ80384.1	sp|Q6C5V7|YNG2_YARLI	27.4	401	1.27e-25	108
KEQ80394.1	sp|Q0C9R3|CG121_ASPTN	54.6	194	7.10e-64	198
KEQ80404.1	sp|P32561|RPD3_YEAST	78.0	378	1.12e-228	645
KEQ80416.1	sp|O94548|MTC1_SCHPO	29.5	342	2.33e-31	129
KEQ80446.1	sp|Q8N2Z9|CENPS_HUMAN	38.2	89	2.76e-14	68.2
KEQ80469.1	sp|O94562|YGD3_SCHPO	36.1	435	2.72e-94	293
KEQ80488.1	sp|G0SA56|MLP1_THET3	30.1	914	1.46e-80	300
KEQ80490.1	sp|O59826|KCAB_SCHPO	56.1	335	6.12e-130	378
KEQ80500.1	sp|O42916|ALE1_SCHPO	41.2	478	4.71e-126	382
KEQ80503.1	sp|P0CT64|RS16A_SCHPO	81.3	139	3.69e-78	230
KEQ80505.1	sp|P48013|RAD9_SCHOT	32.0	284	1.50e-39	151
KEQ80511.1	sp|A0A1D8PDT4|RL39_CANAL	86.3	51	5.77e-27	94.4
KEQ80520.1	sp|Q10488|ETR1_SCHPO	44.1	347	8.63e-92	289
KEQ80536.1	sp|G2WTI6|SCP1_VERDV	36.7	365	2.83e-61	202
KEQ80544.1	sp|P24488|HAP2_SCHPO	72.7	77	1.76e-23	102
KEQ80555.1	sp|Q4W9R7|MCD4_ASPFU	61.8	1000	0.0	1182
KEQ80564.1	sp|O74945|RIA1_SCHPO	47.5	1101	0.0	919
KEQ80566.1	sp|O60132|TEA4_SCHPO	58.9	107	5.16e-27	121
KEQ80587.1	sp|C8VJW1|HXNP_EMENI	31.3	233	2.43e-30	128
KEQ80593.1	sp|Q4WXV6|BBP_ASPFU	71.8	489	7.98e-202	580
KEQ80610.1	sp|G3XP90|CTPE_ASPNA	70.5	312	1.55e-159	450
KEQ80623.1	sp|Q5AUY2|DBAD_EMENI	29.3	368	3.26e-38	145
KEQ80627.1	sp|D5G4B1|KEX1_TUBMM	43.7	380	4.17e-106	330
KEQ80628.1	sp|Q70J59|SED2_ASPFU	48.2	83	4.38e-18	81.3
KEQ80632.1	sp|O75083|WDR1_HUMAN	31.5	127	4.40e-04	46.6
KEQ80633.1	sp|D2D3B6|FUMD_SPHMC	29.1	539	2.45e-48	178
KEQ80645.1	sp|Q09908|PHF2_SCHPO	40.3	149	5.80e-24	108
KEQ80647.1	sp|Q7TNE1|SUCHY_MOUSE	48.0	410	5.28e-128	380
KEQ80652.1	sp|Q9M8Z7|U80A2_ARATH	47.8	435	4.27e-132	406
KEQ80663.1	sp|B0Y8Y5|HAC3_ASPFC	24.1	133	1.97e-04	47.4
KEQ80674.1	sp|Q2U0K1|HEPC_ASPOR	37.9	491	3.65e-104	324
KEQ80688.1	sp|Q9KBN7|Y1888_HALH5	42.5	160	2.28e-30	113
KEQ80705.1	sp|Q9P7C5|YJU2_SCHPO	43.7	206	2.34e-46	158
KEQ80728.1	sp|Q0TVF9|ALG3_PHANO	59.3	280	1.10e-104	320
KEQ80731.1	sp|Q0CTF3|MED10_ASPTN	45.9	146	4.40e-34	119
KEQ80779.1	sp|Q9SJK3|AGO5_ARATH	29.4	916	1.59e-92	321
KEQ80783.1	sp|Q9FF61|SM3L1_ARATH	24.7	691	4.46e-44	172
KEQ80818.1	sp|B2KWH6|MFS2_AJECA	50.5	548	4.76e-201	578
KEQ80849.1	sp|A0A2I1BT15|NVFD_ASPN1	35.0	246	7.78e-36	132
KEQ80900.1	sp|Q9C467|CSN4_EMENI	51.3	417	8.85e-131	385
KEQ80927.1	sp|A7YN26|CHLE_ASPNG	30.8	442	5.51e-56	197
KEQ80944.1	sp|Q09811|HUS2_SCHPO	40.5	851	2.57e-156	514
KEQ80951.1	sp|Q4IN52|SDHF3_GIBZE	70.7	116	5.52e-53	166
KEQ80958.1	sp|A7YN26|CHLE_ASPNG	46.7	441	2.41e-126	381
KEQ80962.1	sp|Q5A1M4|TRY3_CANAL	30.1	481	1.27e-58	203
KEQ80963.1	sp|P40185|MMF1_YEAST	39.2	125	1.06e-20	85.5
KEQ80977.1	sp|P39992|YEC3_YEAST	36.1	219	9.84e-28	121
KEQ81001.1	sp|P31723|MAN12_PENCI	48.1	476	6.42e-150	442
KEQ81013.1	sp|P43619|NADC_YEAST	54.1	290	5.74e-105	311
KEQ81022.1	sp|O60476|MA1A2_HUMAN	24.7	746	2.64e-46	180
KEQ81031.1	sp|P69310|UBIQ_AVESA	95.5	22	4.77e-05	44.3
KEQ81040.1	sp|P38163|SRO77_YEAST	31.0	923	1.27e-133	433
KEQ81041.1	sp|Q5B3I9|ASF1_EMENI	81.7	186	3.17e-105	310
KEQ81072.1	sp|Q4WXA1|TRM10_ASPFU	54.9	284	4.95e-89	274
KEQ81073.1	sp|Q95KV7|NDUAD_BOVIN	38.9	113	3.04e-15	70.1
KEQ81083.1	sp|O59741|YN25_SCHPO	24.7	392	2.01e-12	74.3
KEQ81104.1	sp|A0A2I1BSW0|NVFM_ASPN1	41.9	320	1.70e-71	227
KEQ81112.1	sp|I1RC73|FGSR_GIBZE	23.1	429	1.38e-09	63.5
KEQ81132.1	sp|A0A823A0V1|FSCJ_FUSEQ	29.2	343	1.86e-36	141
KEQ81140.1	sp|O13493|MYB1_NEUCR	58.4	113	7.18e-36	135
KEQ81148.1	sp|Q03795|YM30_YEAST	29.4	394	2.42e-26	115
KEQ81157.1	sp|A0A1V6PAN1|CALI_PENDC	45.9	340	6.24e-95	288
KEQ81161.1	sp|Q6QDR4|CHI3_METAN	32.2	292	1.58e-31	128
KEQ81196.1	sp|O74970|PRP39_SCHPO	49.7	545	1.33e-177	517
KEQ81205.1	sp|A0A179G9G5|LCSL_PURLI	28.0	186	4.00e-06	52.8
KEQ81241.1	sp|Q8RY79|PAAS_ARATH	41.0	495	9.84e-125	375
KEQ81248.1	sp|P18407|ALLC_NEUCR	62.4	343	8.80e-154	439
KEQ81317.1	sp|Q7SHI8|LP9C_NEUCR	45.1	359	5.86e-91	277
KEQ81354.1	sp|P07276|RAD2_YEAST	37.7	122	3.80e-12	73.9
KEQ81368.1	sp|A7LXT8|GH43A_BACO1	34.7	533	2.58e-73	246
KEQ81371.1	sp|Q7SFB0|GUS79_NEUCR	29.5	451	1.46e-39	154
KEQ81417.1	sp|A7GKX6|UGNAD_BACCN	30.6	409	7.08e-49	174
KEQ81445.1	sp|A1DG72|ATP23_ASPF1	61.5	226	1.72e-94	279
KEQ81453.1	sp|P36070|RRN3_YEAST	25.3	546	4.08e-35	144
KEQ81458.1	sp|Q6C338|ATPG_YARLI	55.7	298	2.52e-96	288
KEQ81476.1	sp|Q5A0A9|CG24_CANAL	57.8	277	1.84e-112	346
KEQ81477.1	sp|A0A0B4FP77|ARP2_METBS	60.5	258	7.63e-107	313
KEQ81486.1	sp|P53699|CDC4_CANAX	49.1	393	6.40e-66	239
KEQ81500.1	sp|Q9UM13|APC10_HUMAN	38.1	168	7.28e-36	130
KEQ81504.1	sp|P22193|RAD1_SCHPO	27.2	313	1.21e-24	105
KEQ81514.1	sp|C6Y4C1|PT117_SCHPO	41.5	65	5.43e-08	48.5
KEQ81524.1	sp|Q12029|FSF1_YEAST	59.6	267	1.87e-108	320
KEQ81553.1	sp|O60081|THADA_SCHPO	21.9	1574	8.61e-46	185
KEQ81578.1	sp|Q7SDM8|THG1_NEUCR	56.1	289	1.77e-108	319
KEQ81581.1	sp|Q9SF85|ADK1_ARATH	47.4	331	5.83e-106	317
KEQ81622.1	sp|P0DUT8|BA17B_METAN	24.5	278	5.96e-15	79.7
KEQ81673.1	sp|Q05156|GUN1_STRRE	42.1	757	2.33e-178	531
KEQ81683.1	sp|Q5AF55|ZCF15_CANAL	23.0	499	1.07e-22	106
KEQ81698.1	sp|G0S8E7|RRP8_THET3	51.4	368	6.37e-99	313
KEQ81701.1	sp|A0A2Z6E914|SPDH_CORTS	29.2	593	5.07e-50	187
KEQ81732.1	sp|Q2QRV3|PIOX_ORYSJ	36.1	624	4.46e-110	347
KEQ81735.1	sp|P58710|GGLO_MOUSE	26.2	446	1.26e-25	112
KEQ81741.1	sp|A2RAF6|LONP2_ASPNC	65.2	927	0.0	1143
KEQ81790.1	sp|O74308|YOG2_SCHPO	87.8	41	2.85e-13	77.4
KEQ81799.1	sp|P13604|ADH1_CLOSA	26.1	368	1.09e-14	79.0
KEQ81810.1	sp|Q00251|EF1A_AURPU	98.9	459	0.0	911
KEQ81838.1	sp|P40093|YEY6_YEAST	44.8	348	3.51e-94	286
KEQ81842.1	sp|Q9US47|SSDH1_SCHPO	46.0	500	4.44e-148	436
KEQ81875.1	sp|Q9LVW9|ARI4_ARATH	24.2	236	1.46e-08	60.1
KEQ81876.1	sp|A0A0C4VYV1|MFS1_OPHS1	57.8	408	7.41e-164	472
KEQ81877.1	sp|G1UB37|FLU1_CANAL	44.1	478	3.74e-138	412
KEQ81885.1	sp|P40215|NDH1_YEAST	33.6	330	1.07e-52	186
KEQ81891.1	sp|Q03455|MSC2_YEAST	41.5	340	1.75e-55	208
KEQ81898.1	sp|Q10086|YAO7_SCHPO	25.0	609	5.28e-16	85.5
KEQ81899.1	sp|F2SQT8|MDR5_TRIRC	45.3	1248	0.0	1023
KEQ81904.1	sp|Q10097|TNA13_SCHPO	36.6	453	7.40e-85	273
KEQ81917.1	sp|O14360|NAF1_SCHPO	39.0	159	1.08e-26	118
KEQ81919.1	sp|Q9P7Q9|ALG9_SCHPO	40.3	541	7.80e-112	363
KEQ81926.1	sp|P14799|RS27A_NEUCR	92.1	151	9.88e-98	281
KEQ81943.1	sp|Q9SKJ7|PT225_ARATH	41.8	292	2.63e-59	199
KEQ81961.1	sp|P59234|YIPL_SOLTU	42.9	105	1.48e-18	81.6
KEQ81963.1	sp|Q54XV3|NEDD8_DICDI	80.3	76	1.22e-37	123
KEQ81967.1	sp|P29458|MCM4_SCHPO	54.9	854	9.57e-313	890
KEQ81999.1	sp|O14280|YETB_SCHPO	56.4	78	2.08e-25	93.6
KEQ82043.1	sp|Q9I6M4|DAVT_PSEAE	38.6	427	1.04e-91	287
KEQ82069.1	sp|S0ARX1|FSDH_FUSHE	41.7	484	1.54e-121	370
KEQ82074.1	sp|Q09818|YAC4_SCHPO	49.4	247	2.27e-73	257
KEQ82078.1	sp|Q9H093|NUAK2_HUMAN	30.1	123	5.77e-04	46.6
KEQ82079.1	sp|Q12559|AMDS_ASPOR	38.9	560	6.62e-117	361
KEQ82102.1	sp|Q5B797|SNX4_EMENI	60.9	419	1.41e-162	484
KEQ82104.1	sp|Q5BD15|PFA4_EMENI	51.7	445	9.82e-127	377
KEQ82117.1	sp|P40292|HSP90_ASPFU	87.4	706	0.0	1112
KEQ82139.1	sp|O94708|YC58_SCHPO	48.3	58	6.91e-07	56.2
KEQ82164.1	sp|B1A0U5|HP1_ELSFA	37.1	194	1.16e-24	107
KEQ82177.1	sp|Q4W9V1|ERG6_ASPFU	55.6	363	7.49e-139	402
KEQ82186.1	sp|O60105|PUR8_SCHPO	58.9	477	1.18e-193	551
KEQ82209.1	sp|Q10422|YDC1_SCHPO	45.8	107	1.18e-24	103
KEQ82213.1	sp|Q5BGK3|RUVB2_EMENI	82.6	470	9.31e-274	752
KEQ82226.1	sp|Q6MVL2|DUT_NEUCR	75.5	139	3.03e-67	207
KEQ82235.1	sp|O94289|LUB1_SCHPO	34.5	748	5.82e-106	343
KEQ82241.1	sp|B0Y9Q4|MYO1_ASPFC	70.6	1278	0.0	1665
KEQ82244.1	sp|A1C7B5|EGLX_ASPCL	40.8	272	1.58e-56	196
KEQ82260.1	sp|P53127|SNT2_YEAST	28.0	717	7.24e-61	234
KEQ82263.1	sp|P09231|KEX1A_KLULA	51.6	510	7.12e-185	551
KEQ82264.1	sp|P87120|RPP1_SCHPO	39.1	238	3.82e-46	159
KEQ82275.1	sp|Q09870|RCL1_SCHPO	38.4	393	1.41e-67	221
KEQ82285.1	sp|E9P974|KAD3_YEASX	48.0	227	1.00e-65	206
KEQ82286.1	sp|O13920|MDM28_SCHPO	59.5	333	1.34e-133	397
KEQ82300.1	sp|I1RAY1|ATG14_GIBZE	29.6	496	1.16e-57	201
KEQ82304.1	sp|Q12436|ZRT2_YEAST	31.3	450	1.33e-45	166
KEQ82305.1	sp|P87305|CHAC_SCHPO	46.1	191	1.76e-56	181
KEQ82307.1	sp|Q5ZMJ9|SRRM1_CHICK	46.8	141	3.00e-24	109
KEQ82312.1	sp|Q9FGJ3|NFYB2_ARATH	49.0	153	3.44e-37	132
KEQ82314.1	sp|O74347|COXM1_SCHPO	40.0	70	3.65e-09	52.0
KEQ82329.1	sp|Q9C0U7|VPS5_SCHPO	38.4	375	4.73e-69	237
KEQ82333.1	sp|B6HN82|PENM_PENRW	57.9	458	5.20e-178	513
KEQ82335.1	sp|Q48806|DLPA_LEGPH	29.8	205	4.11e-16	80.1
KEQ82337.1	sp|Q00258|AFLE_ASPPU	53.7	376	2.08e-145	420
KEQ82342.1	sp|Q92412|LYS4_EMENI	69.8	771	0.0	1077
KEQ82353.1	sp|D7UTD0|FC4_DIAAM	45.4	315	6.61e-76	239
KEQ82364.1	sp|P21976|NDUA8_NEUCR	68.6	153	2.81e-77	230
KEQ82382.1	sp|O65709|FAO4A_ARATH	31.5	549	2.38e-72	253
KEQ82416.1	sp|B2FQ90|BETB_STRMK	60.0	490	6.89e-196	557
KEQ82426.1	sp|Q2YDE3|GOT1B_BOVIN	41.7	132	3.49e-28	103
KEQ82434.1	sp|Q5B5P1|RGLC_EMENI	41.2	257	1.77e-53	191
KEQ82455.1	sp|P19115|RS14_NEUCR	88.7	150	1.03e-88	258
KEQ82466.1	sp|G2XER1|ZFP1_VERDV	32.7	208	5.20e-20	95.9
KEQ82510.1	sp|A0A2J6RX17|NLRN_HYAVF	31.7	293	9.29e-33	140
KEQ82534.1	sp|Q1DQZ5|PNO1_COCIM	71.6	257	4.04e-116	335
KEQ82546.1	sp|Q6B516|SPHKB_DICDI	34.3	70	3.67e-04	46.2
KEQ82547.1	sp|Q9N3Q8|DAF25_CAEEL	47.8	46	2.34e-06	53.1
KEQ82557.1	sp|Q8GXX0|ERV1_ARATH	35.0	140	3.28e-25	100
KEQ82558.1	sp|Q96TU3|INU1_ASPAW	23.2	513	3.85e-21	100
KEQ82574.1	sp|P42039|RLA2_CLAHE	82.0	111	1.61e-34	117
KEQ82583.1	sp|O13453|PMP1_SCHPO	40.4	161	1.18e-36	130
KEQ82627.1	sp|A0A8F4SN83|ATR2_STEAL	30.3	456	8.90e-49	179
KEQ82630.1	sp|A0A1D8PPG4|CAN3_CANAL	25.8	524	2.29e-25	114
KEQ82636.1	sp|B0XQS8|QUTD_ASPFC	38.3	483	1.22e-101	319
KEQ82638.1	sp|Q08980|YP264_YEAST	36.3	317	2.86e-52	182
KEQ82645.1	sp|D4ANG0|SED2_ARTBC	37.0	608	1.20e-125	385
KEQ82651.1	sp|Q09923|YAKC_SCHPO	52.4	338	8.31e-118	347
